Date,Open,High,Low,Close,Total Trade Quantity
09-Apr-19,1148.3,1151.5,1133.5,1143.62,5388800
10-Apr-19,1125,1142,1115.5,1118.68,54064350
11-Apr-19,1122.45,1131.5,1118.47,1128.75,4396650
12-Apr-19,1126.05,1136.1,1126.05,1132.62,4585222
15-Apr-19,1135,1146.45,1132.18,1144.4,5109890
16-Apr-19,1145.47,1154.95,1140.15,1152.53,4136888
18-Apr-19,1156.5,1157.53,1144,1146.82,5307428
22-Apr-19,1162.5,1162.5,1130.5,1134.35,10490210
23-Apr-19,1138.78,1145,1120.8,1122.65,7641200
24-Apr-19,1125,1141.95,1123.53,1139.88,6177064
25-Apr-19,1143.45,1149.4,1128.97,1131.72,9043318
26-Apr-19,1132.95,1142.5,1128.45,1140.47,5853784
30-Apr-19,1142.5,1160,1139.2,1158.72,6268418
02-May-19,1161.75,1179.82,1158.75,1177.9,8584650
03-May-19,1182.1,1189,1178.25,1183.97,6175760
06-May-19,1174,1175.95,1158.53,1164.22,6874046
07-May-19,1175.95,1179,1159,1161.18,4962102
08-May-19,1161.28,1161.9,1144,1153.62,6032104
09-May-19,1150,1150,1135.8,1145.45,4513862
10-May-19,1145.68,1162.45,1145.68,1148.25,5297100
13-May-19,1148.03,1156.68,1140,1143.6,5535816
14-May-19,1148.35,1155.5,1137.78,1143.95,5247372
15-May-19,1148,1153.6,1141.1,1143.35,4478174
16-May-19,1140.28,1159.5,1140,1155.32,4025068
17-May-19,1156.5,1184.65,1155.8,1181.05,7379390
20-May-19,1204,1219.35,1190,1216.18,8849816
21-May-19,1219,1224.7,1199.72,1201.85,5162588
22-May-19,1205.93,1213,1197.12,1202.88,5693330
23-May-19,1204.5,1219.95,1159.55,1166.05,16540998
24-May-19,1179.85,1193.07,1170.07,1186.68,6846400
27-May-19,1189.45,1210.95,1186.12,1204.18,6024512
28-May-19,1208.25,1210,1193.53,1208.1,3682420
29-May-19,1205.1,1215.4,1205.1,1208.45,3737608
30-May-19,1208,1223.95,1206.53,1219.78,4679600
31-May-19,1228.4,1232.5,1178.4,1212.68,9892540
03-Jun-19,1213.5,1229.9,1212.47,1228.55,4240430
04-Jun-19,1227.5,1232.88,1220.53,1226.15,3221494
06-Jun-19,1226.6,1235,1206.68,1211.68,7817462
07-Jun-19,1212.82,1227.12,1204.5,1223.82,3985466
10-Jun-19,1234.97,1234.97,1216.05,1220.1,3538570
11-Jun-19,1225.75,1229.95,1220.18,1224.2,3551646
12-Jun-19,1222.5,1224.2,1211.82,1213.53,3654310
13-Jun-19,1217.97,1226,1207.97,1222.35,5553974
14-Jun-19,1221.47,1229.47,1212.5,1217.55,5978460
17-Jun-19,1217.5,1219.95,1208.65,1211,6405010
18-Jun-19,1209,1216,1202,1208.62,6209826
19-Jun-19,1213.5,1222.45,1208.35,1214.18,5372138
20-Jun-19,1214.18,1218.5,1207.3,1213.18,5585746
21-Jun-19,1213,1214.85,1202.82,1207.1,6625130
24-Jun-19,1205.97,1215.3,1205,1208.97,3457500
25-Jun-19,1209.93,1220.75,1201.5,1214.35,4449900
26-Jun-19,1212.35,1235,1211,1233.95,5266818
27-Jun-19,1234.38,1247.25,1228.07,1231.15,9939618
28-Jun-19,1232,1237.5,1218.53,1221.88,6378422
01-Jul-19,1228,1244.5,1225.03,1242.78,4262080
02-Jul-19,1244,1248.75,1233.6,1247.5,3623414
03-Jul-19,1249.5,1251.65,1241.5,1244.82,3731628
04-Jul-19,1247.4,1248.95,1236,1241.9,3996982
05-Jul-19,1242.55,1247.47,1230,1236.2,3791530
08-Jul-19,1237.28,1237.3,1198.53,1204.8,7303570
09-Jul-19,1201.93,1205.4,1186.5,1189.57,8241344
10-Jul-19,1189.38,1199,1183.12,1194.38,5784574
11-Jul-19,1201.5,1207,1197.82,1203.57,4548798
12-Jul-19,1209,1209,1192.53,1196.95,4488136
15-Jul-19,1198,1201.5,1188.68,1197.38,4116592
16-Jul-19,1209,1209,1191,1195.6,6385284
17-Jul-19,1196.47,1205.8,1195.65,1198.72,3879868
18-Jul-19,1201.5,1214.5,1200.95,1205.95,5401292
19-Jul-19,1207.5,1210.35,1183.5,1187.82,4469614
22-Jul-19,1172.5,1174.93,1140.62,1148.62,11085648
23-Jul-19,1147.25,1147.25,1121.03,1131.75,13901432
24-Jul-19,1128.38,1146.5,1125.5,1140.45,8681870
25-Jul-19,1142.5,1157.72,1140.12,1143.03,9731004
26-Jul-19,1139.1,1146.82,1136.43,1138.65,6414914
29-Jul-19,1136.78,1136.78,1111.53,1122.15,4988246
30-Jul-19,1127.5,1135.6,1119.95,1126.12,5197068
31-Jul-19,1120,1133.5,1117.12,1125.82,6945920
01-Aug-19,1114.55,1120,1098.5,1110.9,9120838
02-Aug-19,1105.5,1112,1091,1107.18,13912768
05-Aug-19,1098.53,1100,1081.25,1089.62,9911220
06-Aug-19,1083.5,1105.12,1083.5,1094.55,12445470
07-Aug-19,1095,1101,1082.5,1092,9375068
08-Aug-19,1099,1121.5,1091.5,1116.57,9855800
09-Aug-19,1123.5,1144.5,1119.9,1141,15218056
13-Aug-19,1136.65,1136.65,1101.3,1110.18,7720034
14-Aug-19,1117.7,1117.7,1101.53,1114.72,7127026
16-Aug-19,1107,1116.5,1102.05,1113.85,7623780
19-Aug-19,1119.25,1121,1100.85,1103.43,4249100
20-Aug-19,1104.62,1113.9,1103.43,1110.3,5135296
21-Aug-19,1112.45,1120.6,1107.1,1112.93,5236356
22-Aug-19,1110.43,1110.43,1083.53,1087.05,6996022
23-Aug-19,1080.5,1088.5,1069.8,1081.35,10049808
26-Aug-19,1097.45,1133.07,1083.5,1128.07,12640122
27-Aug-19,1128,1136.45,1120.05,1129.97,10330416
28-Aug-19,1125,1128.68,1113.18,1123.75,6831294
29-Aug-19,1123,1126.85,1110.15,1113.47,7391858
30-Aug-19,1116.75,1130,1111,1113.97,9616660
03-Sep-19,1110,1110.5,1098.07,1105.47,5714338
04-Sep-19,1103.5,1137,1099.5,1123.88,7530352
05-Sep-19,1124.5,1136.2,1112.5,1117.57,8648126
06-Sep-19,1114,1128.3,1110.65,1122.95,6435002
09-Sep-19,1123,1130.45,1108.05,1124.8,5321702
11-Sep-19,1137,1137,1120.57,1125.65,7604558
12-Sep-19,1125.35,1144.4,1124.07,1135.43,9066150
13-Sep-19,1125.5,1133.72,1119,1128.72,7685670
16-Sep-19,1125.95,1131.32,1120.5,1122.07,5515092
17-Sep-19,1123.95,1124.25,1099.05,1105.68,5328278
18-Sep-19,1108.65,1112.07,1090,1093.88,6479942
19-Sep-19,1099.9,1107.05,1084,1101.05,5311655
20-Sep-19,1108,1209.9,1105.4,1199.6,23075017
23-Sep-19,1259.55,1282.7,1229,1257.25,20960205
24-Sep-19,1250,1261.95,1227.55,1253.8,11689524
25-Sep-19,1249.9,1249.9,1230.1,1239.7,7804488
26-Sep-19,1239.8,1275,1236.35,1242.5,15335780
27-Sep-19,1248.25,1253.5,1237.6,1244.2,7436585
30-Sep-19,1228.8,1240,1216.5,1227.45,9109229
01-Oct-19,1231.5,1255,1221.1,1248.8,9384176
03-Oct-19,1239.95,1243.8,1216.35,1223.55,8149438
04-Oct-19,1236.65,1239.6,1185.3,1189.7,9201816
07-Oct-19,1201.2,1219.85,1181.15,1186.9,11256610
09-Oct-19,1197.1,1229.9,1190,1228.15,8713635
10-Oct-19,1221.8,1225.95,1197.2,1200.55,5778429
11-Oct-19,1213.4,1224,1188.95,1198.8,8593159
14-Oct-19,1209,1219.9,1197.4,1204.4,6133901
15-Oct-19,1207,1225,1206.85,1223.05,4200187
16-Oct-19,1231.65,1235,1210.1,1221.1,5293408
17-Oct-19,1227.5,1229.85,1213.1,1220,6121807
18-Oct-19,1225.45,1233.85,1220.35,1229,5616903
22-Oct-19,1257,1257,1232.6,1239.3,10003114
23-Oct-19,1246.85,1249.75,1233,1241.6,5095107
24-Oct-19,1248,1254.15,1226.35,1236.1,6553747
25-Oct-19,1240,1246.85,1220,1229,6496771
27-Oct-19,1239.95,1241.9,1235,1237.7,875425
29-Oct-19,1238,1257.35,1237.7,1242.5,7116284
30-Oct-19,1246.9,1262.7,1243,1248.35,6005683
31-Oct-19,1257.7,1263.9,1227.1,1230.35,6608853
01-Nov-19,1239,1243.75,1227.6,1240.05,5756130
04-Nov-19,1246.45,1250,1229.05,1236.85,4967588
05-Nov-19,1241,1244.8,1229.05,1239.5,6183905
06-Nov-19,1242.45,1259,1228.05,1256.65,6065168
07-Nov-19,1261,1269.7,1250,1263.7,8481517
08-Nov-19,1259,1267,1251.45,1255.6,6625748
11-Nov-19,1252.55,1268.5,1250.5,1264.75,7143305
13-Nov-19,1261.95,1270,1253.6,1257.55,4646748
14-Nov-19,1263.8,1277,1257.2,1273.9,5527609
15-Nov-19,1283.85,1285,1271.1,1277.9,4639506
18-Nov-19,1277,1279.45,1258.7,1262.05,4565146
19-Nov-19,1265.3,1275,1261.1,1271.9,5285289
20-Nov-19,1273,1282.95,1267,1273.35,5527129
21-Nov-19,1270.25,1287,1268.35,1283.35,6009763
22-Nov-19,1283.65,1283.65,1262,1264.75,3844005
25-Nov-19,1264.15,1279.5,1264.15,1271.1,3946778
26-Nov-19,1278.45,1279.75,1266.95,1275.05,4358001
27-Nov-19,1276,1285.75,1271.2,1278.4,4790333
28-Nov-19,1280.2,1283.05,1262,1265.3,6183020
29-Nov-19,1267.7,1279.9,1252,1274.95,7783813
02-Dec-19,1273.95,1273.95,1258.6,1265.75,4473102
03-Dec-19,1268.2,1269,1253.8,1255.4,3495953
04-Dec-19,1252.5,1256.9,1234.2,1251.65,5697807
05-Dec-19,1255.6,1258.75,1240.75,1245.6,6386247
06-Dec-19,1248.95,1260,1238.2,1246.05,6887325
09-Dec-19,1249.5,1249.85,1237.55,1242.95,4132675
10-Dec-19,1251,1253.65,1245.1,1249.5,4894450
11-Dec-19,1250.1,1254,1242.5,1248.75,5527321
12-Dec-19,1253,1269.45,1253,1263.6,6456574
13-Dec-19,1265,1272.35,1259.25,1263.85,5887593
16-Dec-19,1269.25,1270,1248.2,1257.35,5663788
17-Dec-19,1260,1274.8,1255.35,1271.1,6213677
18-Dec-19,1283,1299,1273.65,1292.35,8723586
19-Dec-19,1305,1305.5,1286.1,1288.8,6509188
20-Dec-19,1288.75,1299.6,1280.05,1296.7,7513022
23-Dec-19,1299,1304,1288.8,1302.4,5097891
24-Dec-19,1298.6,1301.1,1286.95,1289.15,3589604
26-Dec-19,1289.7,1291.85,1264.65,1270.45,7474879
27-Dec-19,1272,1279,1270,1275,3546496
30-Dec-19,1282,1288.75,1274.05,1282.15,4667095
31-Dec-19,1281.95,1281.95,1268.65,1272.1,4178528
01-Jan-20,1276.1,1280,1270.6,1278.6,1836849
02-Jan-20,1279,1288,1279,1286.75,3068583
03-Jan-20,1282.2,1285,1263.6,1268.4,5427775
06-Jan-20,1260,1261.8,1236,1240.95,5445093
07-Jan-20,1258.9,1271.45,1252.25,1260.6,7362247
08-Jan-20,1246.95,1262.15,1240.05,1257.3,5666055
09-Jan-20,1265,1275.8,1263.1,1271.4,4773158
10-Jan-20,1284.1,1286.9,1275.1,1282.7,4607290
13-Jan-20,1282.7,1296.5,1276,1286,3725784
14-Jan-20,1289,1292.55,1277.5,1289.5,3943145
15-Jan-20,1286.4,1287.95,1274.1,1284.25,5893724
16-Jan-20,1282.05,1291,1279.35,1287.65,3575200
17-Jan-20,1281.75,1284.9,1271.9,1278.15,8459407
20-Jan-20,1304.85,1304.85,1252.5,1254.9,11089225
21-Jan-20,1250,1250,1238.4,1244.35,7492402
22-Jan-20,1248.05,1255,1234.4,1240.85,9184155
23-Jan-20,1240,1246.85,1231,1244.85,5754460
24-Jan-20,1246,1254,1239.1,1244.55,5915878
27-Jan-20,1235,1235,1211.75,1213.2,9444276
28-Jan-20,1218.8,1227.8,1213.25,1223.2,6706079
29-Jan-20,1225.3,1242,1222.25,1235.85,6894175
30-Jan-20,1238.95,1238.95,1217.2,1226.05,6055992
31-Jan-20,1231.45,1237.8,1220.25,1226.3,5589134
01-Feb-20,1220,1227.7,1191.35,1198.7,4913643
03-Feb-20,1197,1197.95,1177.7,1192.8,6538505
04-Feb-20,1198,1234,1198,1229.8,10448852
05-Feb-20,1234.9,1248,1227.3,1244.65,9010341
06-Feb-20,1244.65,1248.7,1237.2,1239.8,5913775
07-Feb-20,1246,1247,1231.6,1242.2,3407724
10-Feb-20,1242.95,1242.95,1226.05,1240.3,4609917
11-Feb-20,1243.3,1255,1238.05,1240.6,5806760
12-Feb-20,1245.2,1252.9,1244.05,1249,3148965
13-Feb-20,1259.9,1259.9,1233.6,1241.4,4556070
14-Feb-20,1243.2,1248.4,1215,1219.35,7344429
17-Feb-20,1225,1233,1214.45,1217.15,5076345
18-Feb-20,1216.9,1218.5,1203.5,1213.25,5264558
19-Feb-20,1222.5,1230,1213.9,1227.2,5006134
20-Feb-20,1230,1230,1214.1,1217.1,5561707
24-Feb-20,1208.95,1214.75,1200,1209.95,8284042
25-Feb-20,1204,1209,1198,1200.3,6943340
26-Feb-20,1197.5,1204.7,1185.65,1199.25,6907393
27-Feb-20,1195,1202.5,1181,1199.45,10327549
28-Feb-20,1175.5,1185,1170.1,1177.65,12156528
02-Mar-20,1200.2,1201.15,1166.15,1179.6,7332449
03-Mar-20,1175,1185.35,1168,1181.8,11184775
04-Mar-20,1178.35,1180,1133.1,1148.85,17144435
05-Mar-20,1153,1165,1142.75,1151.35,9774854
06-Mar-20,1125,1140.9,1101,1134.9,11526783
09-Mar-20,1110,1118.4,1065,1107.3,17210297
11-Mar-20,1105,1120,1092,1113.8,17769198
12-Mar-20,1075,1080,1003.45,1021.3,29500406
13-Mar-20,980.05,1081.45,919.2,1069.8,33171603
16-Mar-20,1035,1037,995,999.5,15993174
17-Mar-20,1008,1010,954.7,975.1,21338641
18-Mar-20,985,993,865,876.9,30593809
19-Mar-20,847,919.95,795,895.55,33610239
20-Mar-20,875,914.6,824.55,882.85,44319015
23-Mar-20,794.6,838.75,765,771.55,25142273
24-Mar-20,795.25,810,738.75,767.7,30528676
25-Mar-20,770.45,867.45,755.25,856.75,23614449
26-Mar-20,870.1,937.7,841,901.1,28521681
27-Mar-20,944.95,988.65,872.1,904.45,27619436
30-Mar-20,880,887,828,831.65,19634313
31-Mar-20,853.8,873.6,838,861.9,17605997
01-Apr-20,863.85,863.85,820,829.65,14551758
03-Apr-20,843,844,810,813.85,17499063
07-Apr-20,874,907.3,845.35,896.1,30206626
08-Apr-20,879.95,945,866.1,888.9,28109877
09-Apr-20,913,930.9,890,925.05,22229012
13-Apr-20,934,946.7,886.2,895.35,17079259
15-Apr-20,930.5,930.5,843,863.3,28989523
16-Apr-20,865,890.7,856.25,879.75,26927231
17-Apr-20,915,920,887.25,910.3,27941831
20-Apr-20,951,960.95,935,944.85,33116614
21-Apr-20,925,934,908,921.65,16589148
22-Apr-20,919.15,933,907.3,928.6,19144678
23-Apr-20,935,958.5,912.55,954.95,20450895
24-Apr-20,933,958.4,926,938.05,16642831
27-Apr-20,945.15,957.4,926.3,929.7,13710727
28-Apr-20,943.8,943.8,922,931.4,14720773
29-Apr-20,935,992.7,934.1,977.1,27939019
30-Apr-20,1001.4,1019,992.1,1001.8,21897643
04-May-20,957.5,960,917.5,923,13361177
05-May-20,938,944,908.05,911.45,14837190
06-May-20,919,950,905.65,946.4,16893140
07-May-20,940.5,943.3,921.35,925,10916003
08-May-20,942,943.95,925.2,929.05,10403747
11-May-20,937,954,914,915.8,14275392
12-May-20,901,909.4,871.1,901.55,24784324
13-May-20,951,960,922.1,927.65,22173554
14-May-20,898,911,890,893.7,19777445
15-May-20,890.5,892.4,875,888.15,12174870
18-May-20,888,888,831.3,836.65,23326656
19-May-20,860.85,867.3,826.1,830.65,23730561
20-May-20,836.45,864,832.2,857.1,20007413
21-May-20,861.45,884,852.3,859.55,24239683
22-May-20,850,870.3,833.05,838.85,21025849
26-May-20,857,871.75,848.75,852.4,19002589
27-May-20,859.9,909.8,857.15,903.65,28013227
28-May-20,920,950,913.95,945.25,37744926
29-May-20,944,955,923.45,951.65,26512600
01-Jun-20,975,995,966.1,987.65,19595373
02-Jun-20,986.7,1005,975.2,1001,20811909
03-Jun-20,1020,1046.25,1015.45,1022.25,25273067
04-Jun-20,1028.05,1038.95,991.1,1001.7,27139478
05-Jun-20,1003.1,1042.4,1002.8,1033.35,17598103
08-Jun-20,1060,1066.65,1006.4,1015.9,24906362
09-Jun-20,1020,1026.75,979.55,987.3,30922894
10-Jun-20,990,999.85,978.2,991.85,18248880
11-Jun-20,985,988.4,965,968.6,15449142
12-Jun-20,928,986.65,928,982.75,21322880
15-Jun-20,968,974,943,949.85,16004973
16-Jun-20,975,993.95,952,990.4,22700113
17-Jun-20,989,998.9,973.25,979.25,18479504
18-Jun-20,980,1024.9,972,1019.95,20435469
19-Jun-20,1017.95,1043,1012.15,1033.35,23939324
22-Jun-20,1039.45,1045.95,1023.8,1028.75,14847321
23-Jun-20,1039,1045,1016.55,1042.3,14415640
24-Jun-20,1048.5,1057.5,1030.05,1032.5,19714664
25-Jun-20,1021.9,1049,1007,1028.75,35323457
26-Jun-20,1041,1063,1028,1056.45,19986677
29-Jun-20,1037,1082.6,1037,1076.05,23003725
30-Jun-20,1074,1078.55,1056.3,1065.85,17873316
01-Jul-20,1065.85,1096,1061.3,1084.6,17423378
02-Jul-20,1090.3,1111.25,1085.2,1089.4,18477248
03-Jul-20,1093,1095.8,1070,1073.95,13798879
06-Jul-20,1107.95,1119.9,1100,1103,17779243
07-Jul-20,1109.4,1111.7,1093.05,1105.15,12175425
08-Jul-20,1107,1124.9,1105,1110.35,15028412
09-Jul-20,1118,1129.7,1107.25,1124.95,10057717
10-Jul-20,1117.9,1120,1099.55,1105.1,8781604
13-Jul-20,1109.9,1113,1071.3,1080.25,14961695
14-Jul-20,1062.6,1068.9,1050,1058.85,13306511
15-Jul-20,1070.2,1079,1050.1,1053.15,10487246
16-Jul-20,1053.65,1065.5,1034.1,1062.55,11831256
17-Jul-20,1059.05,1104,1058.3,1098.45,14202933
20-Jul-20,1135,1152.9,1124.15,1133.05,32562064
21-Jul-20,1152.05,1157.95,1134,1138.55,23757768
22-Jul-20,1138.5,1144.5,1117.55,1126.35,12359024
23-Jul-20,1125,1143.9,1116.25,1130.4,10074805
24-Jul-20,1122.9,1122.9,1101.25,1119.1,9799222
27-Jul-20,1099.85,1103,1075.35,1079.5,18985167
28-Jul-20,1079,1094.4,1059.5,1086.65,17798330
29-Jul-20,1081,1088.5,1055.55,1064.6,16796652
30-Jul-20,1074,1083.65,1046.7,1050.65,13478951
31-Jul-20,1057.7,1057.7,1020.05,1032.8,18865230
03-Aug-20,1025.95,1026.95,993,1002,15891781
04-Aug-20,1008,1061.05,1003,1041.65,30153418
05-Aug-20,1047.95,1055.8,1020,1027.55,16610696
06-Aug-20,1037,1055,1026.25,1040.7,16823558
07-Aug-20,1034.85,1047.2,1020.6,1043.85,12418816
10-Aug-20,1044,1064,1043.8,1050.65,11086465
11-Aug-20,1048.5,1071,1048.5,1066.65,10068150
12-Aug-20,1065,1066,1048,1063.7,10333222
13-Aug-20,1067.95,1071.35,1056.5,1059.05,9946370
14-Aug-20,1065.9,1065.9,1027.3,1034.45,10462350
17-Aug-20,1047,1047,1020.2,1032.75,9780591
18-Aug-20,1028,1061.65,1022,1056.5,12020562
19-Aug-20,1065,1069.8,1056.25,1066.6,8858056
20-Aug-20,1054.95,1068.95,1052,1059,9608591
21-Aug-20,1065.4,1088.8,1064.6,1085.65,14462237
24-Aug-20,1086,1122.95,1085.65,1117.05,18389929
25-Aug-20,1119,1127,1106.2,1119.7,13800972
26-Aug-20,1121,1131.75,1109.5,1118.45,12595131
27-Aug-20,1125.8,1129.9,1106.25,1112.1,10323015
28-Aug-20,1111.95,1125,1095,1114.5,19349069
31-Aug-20,1129.5,1148.8,1100.7,1115.85,19250721
01-Sep-20,1128,1143.6,1108,1127.3,14438949
02-Sep-20,1124.1,1139,1120.7,1134.15,9880855
03-Sep-20,1137.25,1145.95,1128,1130.9,9916701
04-Sep-20,1110,1125.4,1104.4,1119.3,11830686
07-Sep-20,1116.3,1119.5,1099,1110.5,8807764
08-Sep-20,1114,1118.8,1103,1112.45,7312460
09-Sep-20,1101,1110,1091.25,1096.5,7864545
10-Sep-20,1103,1104.85,1084,1090.55,7594209
11-Sep-20,1096.45,1104.85,1071,1078.65,10397545
14-Sep-20,1088,1094,1052.35,1057.95,10825874
15-Sep-20,1068,1076.15,1058.1,1070.5,8252566
16-Sep-20,1070.2,1096,1068.35,1093.65,9355126
17-Sep-20,1084,1094,1078,1083.6,9159413
18-Sep-20,1092,1092.2,1047.2,1057.3,11740889
21-Sep-20,1055,1071.35,1041.5,1049.3,9921439
22-Sep-20,1054.05,1058.15,1029.5,1035.4,9310339
23-Sep-20,1046,1055,1034.35,1047.25,8039935
24-Sep-20,1038,1047,1025,1030.4,9904895
25-Sep-20,1050,1051.95,1025.65,1044,10160775
28-Sep-20,1048.95,1059,1042.65,1054.2,8076211
29-Sep-20,1058,1069.9,1051,1062.55,6322274
30-Sep-20,1060,1086.9,1052,1078.6,9407038
01-Oct-20,1090.1,1110,1090.1,1106.95,10601566
05-Oct-20,1112,1132,1111,1114.35,8470109
06-Oct-20,1135.05,1148,1126.2,1144.1,9685997
07-Oct-20,1144.9,1164.85,1137.6,1162.25,10624527
08-Oct-20,1180,1203,1163.35,1191.8,17530368
09-Oct-20,1201,1237,1191.65,1233.55,22486215
12-Oct-20,1231.55,1242.75,1205.6,1213.65,9610277
13-Oct-20,1213.4,1222.45,1195,1198.45,9177015
14-Oct-20,1195.55,1214.3,1175.5,1211.5,11291473
15-Oct-20,1214.2,1217,1164,1169.25,14123569
16-Oct-20,1180,1203.5,1173,1199.35,12911559
19-Oct-20,1235,1235,1192.6,1203.55,21179884
20-Oct-20,1207.5,1227.4,1205.9,1223.95,13705994
21-Oct-20,1230.6,1251,1221.7,1246.7,17820565
22-Oct-20,1239.95,1250,1223,1233.3,10956548
23-Oct-20,1243.5,1248.45,1231.2,1235.8,7933126
26-Oct-20,1229.8,1242,1204.6,1210.9,9786023
27-Oct-20,1226,1236,1197.85,1233.1,12158922
28-Oct-20,1228,1232,1201.5,1209.6,8285625
29-Oct-20,1200.6,1204.45,1178.5,1187.2,11530152
30-Oct-20,1182.55,1199.3,1176.35,1183.55,5761470
02-Nov-20,1194.35,1225,1177.5,1215.25,10963040
03-Nov-20,1226.45,1250.75,1225.5,1247.95,14082115
04-Nov-20,1252,1264.8,1230,1257.4,11702411
05-Nov-20,1266,1276,1252.35,1269.2,10716964
06-Nov-20,1266.25,1310,1265.5,1307.65,17852862
09-Nov-20,1315.2,1345.95,1315.2,1340.55,13144220
10-Nov-20,1357,1395,1351.55,1393.65,20758678
11-Nov-20,1399.9,1414.8,1370.5,1389.95,18058097
12-Nov-20,1377.4,1388.55,1360,1371.7,13526974
13-Nov-20,1368.8,1368.8,1347,1358.8,11236240
14-Nov-20,1367.8,1374.95,1365.2,1369.7,917533
17-Nov-20,1385.8,1412.6,1380.6,1408.45,15529950
18-Nov-20,1403,1419,1399.05,1408.7,9431388
19-Nov-20,1389.7,1399.45,1368,1374.35,10133441
20-Nov-20,1372.65,1408.4,1365.05,1403.65,10202681
23-Nov-20,1415,1423.65,1375.35,1394.6,12623318
24-Nov-20,1408,1445,1402.05,1438.2,20077200
25-Nov-20,1451.3,1464.4,1397,1402.8,12076301
26-Nov-20,1415,1432,1387,1426.65,13971563
27-Nov-20,1431.8,1446,1415.55,1440.85,8997290
01-Dec-20,1440.85,1449,1425.5,1433.3,8573787
02-Dec-20,1431,1431.8,1394.8,1406.95,8946075
03-Dec-20,1429,1432,1374.05,1377.2,18966611
04-Dec-20,1381,1401.45,1373.3,1385.6,13456161
07-Dec-20,1375,1379.95,1358.1,1372.25,12158159
08-Dec-20,1375,1388.8,1365.15,1376.3,9728948
09-Dec-20,1377,1410.05,1375.05,1407.2,11034537
10-Dec-20,1398,1402,1375.75,1385.85,9863983
11-Dec-20,1390.05,1395,1373,1382.8,10678192
14-Dec-20,1383,1388,1368,1372.15,8611025
15-Dec-20,1380.8,1394.95,1366,1391.3,10780718
16-Dec-20,1404,1416.8,1394.5,1410.7,8416046
17-Dec-20,1418.6,1445,1404.5,1441.8,10962239
18-Dec-20,1435,1439.7,1406.3,1411.35,11497959
21-Dec-20,1417.5,1423.85,1366.7,1372.65,11880912
22-Dec-20,1384.8,1384.8,1345,1373.1,11425779
23-Dec-20,1367.5,1380.95,1361.05,1375.65,7733697
24-Dec-20,1389.4,1404,1377,1397.1,7476094
28-Dec-20,1405,1421,1404,1412.85,5849597
29-Dec-20,1421.05,1434.75,1420,1427.2,7247673
30-Dec-20,1439.9,1439.9,1413,1432.5,8108363
31-Dec-20,1435,1444,1425.05,1436.3,11072875
01-Jan-21,1440,1443,1420.6,1425.05,4405469
04-Jan-21,1438,1438,1399,1416,7870096
05-Jan-21,1419.2,1430.75,1409,1426.7,7193412
06-Jan-21,1435,1440,1413.1,1420.55,11067025
07-Jan-21,1432.5,1432.6,1412.55,1416.25,9947421
08-Jan-21,1432,1442,1423.1,1431.65,6884382
11-Jan-21,1450,1464.9,1436.3,1451.45,8665696
12-Jan-21,1452.45,1487.7,1449.1,1481,10194078
13-Jan-21,1492.9,1496.9,1462.1,1470.65,8467325
14-Jan-21,1471.15,1488,1456,1468.75,6148583
15-Jan-21,1469.1,1471.65,1445,1466.65,7082618
18-Jan-21,1469.9,1502.85,1467,1483.1,21412816
19-Jan-21,1491.8,1511.65,1467,1503.85,8680127
20-Jan-21,1501,1501,1486,1492,6673026
21-Jan-21,1492,1494.35,1468.15,1474.8,13166527
22-Jan-21,1467.9,1467.9,1440.15,1443.55,7696182
25-Jan-21,1465.1,1481,1455.15,1462.85,10172359
27-Jan-21,1468,1471.9,1406.15,1409.6,11778138
28-Jan-21,1389.9,1401.3,1342,1371.45,21352223
29-Jan-21,1391.35,1408.75,1364.5,1390.5,14352251
01-Feb-21,1410.25,1482.5,1401,1476.75,13185272
02-Feb-21,1501,1578.5,1497.4,1560.55,21210103
03-Feb-21,1579,1581.7,1542,1574.8,10118627
04-Feb-21,1566,1588,1543.45,1579.1,12242342
05-Feb-21,1548,1618.25,1548,1597.6,13527358
08-Feb-21,1620,1631.65,1595.7,1605.25,8723790
09-Feb-21,1610,1628,1586.7,1611.85,9210683
10-Feb-21,1608.35,1614.85,1567,1581.75,9894003
11-Feb-21,1582,1597.8,1564.2,1572.35,6824309
12-Feb-21,1573.9,1592.5,1573,1581.95,4955053
15-Feb-21,1600.1,1625,1596.7,1616.6,5177622
16-Feb-21,1621.2,1641,1608.45,1626.65,6948679
17-Feb-21,1620,1621.8,1583,1586.5,6397213
18-Feb-21,1605.95,1605.95,1548,1554.3,7360280
19-Feb-21,1545,1564.2,1533,1539.1,8569754
22-Feb-21,1545.05,1573.9,1539.45,1548,14725919
23-Feb-21,1553.75,1557.7,1522.65,1529.15,9119953
24-Feb-21,1526.5,1613.95,1516.25,1606.45,7157166
25-Feb-21,1609.75,1636.25,1602,1606.4,10054785
26-Feb-21,1587.05,1588.9,1521,1534.4,13956423
01-Mar-21,1564,1572.55,1540.7,1558.9,6768009
02-Mar-21,1575.7,1587.5,1551,1568.2,8055019
03-Mar-21,1584,1596,1565,1586.85,5611205
04-Mar-21,1548.55,1571,1539.1,1552.05,8145719
05-Mar-21,1531,1545.6,1521.1,1530,8722911
08-Mar-21,1542,1555,1512.5,1519.5,7558525
09-Mar-21,1545,1565.7,1538.25,1562.5,7533348
10-Mar-21,1572,1575,1552.15,1555.75,5527508
12-Mar-21,1600,1600,1535.05,1551.95,7815602
